LIEN	COTE	DATE	MOTMATIERE	CHAPITRE	CREATEUR	LIEU	DEPARTEMENT	DIM	TITRE	BIBLIO	COLLECTION	UID	latitude	longitude
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0102_0003.jpg	16_Fi 102	s.d. [1914]	/PAYSAGE/BARRAGE/CHUTE D'EAU/	OUVRAGE D'ART	EDITEUR : WARON A.	Allineuc	Côtes-d'Armor	9 X 14	La Bretagne pittoresque. Chute d'eau du barrage de Bosméléac (C.du.N). (alimentant le canal de Nantes à Brest).	La Bretagne pittoresque. Chute d'eau du barrage de Bosméléac (C.du.N). (alimentant le canal de Nantes à Brest). Ed. : A. Waron. Carte postale. - Saint-Brieuc, s.d. [ca 1914], dim. : 9 x 14, noir et blanc.	Cartes postales	0e1c2745-1400-4e1b-baff-dbc51d37a842	48.3147732	-2.9043171
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0111_0012.jpg	16_Fi 111	s.d. [1908-1920]	/HOPITAL PSYCHIATRIQUE/VUE D'ARCHITECTURE/BATIMENT/SERRE/BUANDERIE/	COMMUNAUTE RELIGIEUSE/ HOPITAL	PHOTOGRAPHE : LE GUYADER F.	Bégard	Côtes-d'Armor	9 X 14	Bégard - Le Bon-Sauveur. Les Serres. Sainte Philomène et la Buanderie.	Bégard - Le Bon-Sauveur. Les Serres. Sainte Philomène et la Buanderie. Photographe : F. Le Guyader. Carte postale. - Bégard, s.d. [ca 1908-1920], dim. : 9 x 14, noir et blanc.	Cartes postales	03c2f756-eebf-4d63-8f65-0e54e6a2e32e	48.630456	-3.300603
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0121_0022.jpg	16_Fi 121	s.d. [1931]	/HOPITAL PSYCHIATRIQUE/VUE D'INTERIEUR/REFECTOIRE/SCENE/RELIGIEUSE/VAISSELLE/COUVERT/	COMMUNAUTE RELIGIEUSE/ HOPITAL	PHOTOGRAPHE : BINET	Bégard	Côtes-d'Armor	9 X 14	Le Bon Sauveur. Bégard (C. du N.). Un réfectoire de l'asile.	Le Bon Sauveur. Bégard (C. du N.). Un réfectoire de l'asile. Photographe : R. Binet. Carte postale. - Saint-Brieuc, s.d. [ca 1931], dim. : 9 x 14, noir et blanc.	Cartes postales	0862971d-264d-471f-a870-cfd90dfe4749	48.630456	-3.300603
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0132_0033.jpg	16_Fi 132	s.d. [1931]	/HOPITAL PSYCHIATRIQUE/VUE D'ARCHITECTURE/PORCHERIE/BASSE-COUR/	COMMUNAUTE RELIGIEUSE/ HOPITAL	PHOTOGRAPHE : BINET	Bégard	Côtes-d'Armor	9 X 14	Le Bon Sauveur. Bégard (C. du N.). Porcherie et basse-cour.	Le Bon Sauveur. Bégard (C. du N.). Porcherie et basse-cour. Photographe : R. Binet. Carte postale. - Saint-Brieuc, s.d. [ca 1931], dim. : 9 x 14, noir et blanc.	Cartes postales	0ec868cd-c46e-44b8-a7f9-e083373faea7	48.630456	-3.300603
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0149_0050.jpg	16_Fi 149	s.d. [1931]	/VUE D'INTERIEUR/CLOITRE/RELIGIEUSE/HOPITAL PSYCHIATRIQUE/	COMMUNAUTE RELIGIEUSE/ HOPITAL	PHOTOGRAPHE : BINET	Bégard	Côtes-d'Armor	9 X 14	Le Bon Sauveur. Bégard (C. du N.). Le cloître Saint-Michel.	Le Bon Sauveur. Bégard (C. du N.). Le cloître Saint-Michel. Photographe : R. Binet. Carte postale. - Saint-Brieuc, s.d. [ca 1931], dim. : 9 x 14, noir et blanc.	Cartes postales	03710e6c-6629-4359-93ad-216c8b81b0a0	48.630456	-3.300603
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0155_0056.jpg	16_Fi 155	s.d. [1931]	/HOPITAL PSYCHIATRIQUE/CHAPELLE/VUE D'INTERIEUR/TRIBUNE/	COMMUNAUTE RELIGIEUSE/ HOPITAL	PHOTOGRAPHE : BINET	Bégard	Côtes-d'Armor	9 X 14	Le Bon Sauveur. Bégard (C. du N.). Chapelle et tribune des pensionnaires.	Le Bon Sauveur. Bégard (C. du N.). Chapelle et tribune des pensionnaires. Photographe : R. Binet. Carte postale. - Saint-Brieuc, s.d. [ca 1931], dim. : 9 x 14, noir et blanc.	Cartes postales	12bf3b6a-7644-429f-bd8a-3ccb5f612407	48.630456	-3.300603
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0173_0074.jpg	16_Fi 173	s.d. [1931]	/CONGREGATION RELIGIEUSE/BATIMENT/VUE D'ARCHITECTURE/	COMMUNAUTE RELIGIEUSE/ HOPITAL	PHOTOGRAPHE : BINET	Trégastel	Côtes-d'Armor	9 X 14	Le Bon Sauveur. Bégard (C. du N.). Trégastel. Maison blanche.	Le Bon Sauveur. Bégard (C. du N.). Trégastel. Maison blanche. Photographe : R. Binet. Carte postale. - Saint-Brieuc, s.d. [1931], dim. : 9 x 14, noir et blanc.	Cartes postales	1df10ad4-bb02-44c9-b4a1-3387daaf1e10	48.816988	-3.513349
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0176_0077.jpg	16_Fi 176	s.d. [1929-1937]	/HOPITAL PSYCHIATRIQUE/CHAPELLE/VUE D'INTERIEUR/VUE D'ARCHITECTURE/	COMMUNAUTE RELIGIEUSE/ HOPITAL	COLLECTION : LE GUYADER F./PHOTOGRAPHE : PHOTO-MODERNE	Bégard	Côtes-d'Armor	9 X 14	Bégard - Le Bon Sauveur. Intérieur de l'église - Vue prise de l'autel.	Bégard -  Le Bon Sauveur. Intérieur de l'église - Vue prise de l'autel. Collection F. Le Guyader, Photo-Moderne. Carte postale. - Bégard, s.d. [ca 1929-1937], dim. : 9 x 14, noir et blanc.	Cartes postales	185ebe41-0a36-48f1-92b5-c4ee30b1bf2e	48.630456	-3.300603
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0177_0078.jpg	16_Fi 177	s.d. [1929-1937]	/VUE D'ARCHITECTURE/RUE/CLOCHER/FEMME/PORTAGE/BASSINE/ENFANT/	ARCHITECTURE URBAINE	EDITEUR : HAMONIC E.	Bégard	Côtes-d'Armor	9 X 14	Bégard - Rue de l'église.	Bégard - Rue de l'église. Photographe : E. Hamonic. Carte postale. - Saint-Brieuc, s.d. [ca 1929-1937], dim. : 9 x 14, sépia	Cartes postales	0b6c663c-b59e-4c36-b199-001896b09b5b	48.630456	-3.300603
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0183_0084.jpg	16_Fi 183	s.d. [1904-1908]	/VUE D'ARCHITECTURE/RUE/PERSONNAGE/	ARCHITECTURE URBAINE	PHOTOGRAPHE : A.B. ET CIE/COLLECTION : LE GRAND C.	Belle-Isle-en-Terre	Côtes-d'Armor	9 X 14	Belle-Isle-en-Terre. - Rue du Pont Cunuder.	Belle-Isle-en-Terre. - Rue du Pont Cunuder. Photographe : A.B & Cie. Carte postale. - Callac, collection : C. Le Grand, s.d. [1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	130c1ba5-7dcd-411b-bde8-f0508eb50844	48.5380404	-3.4493771
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0193_0094.jpg	16_Fi 193	s.d. [1904-1908]	/VUE D'ARCHITECTURE/MAISON/	ARCHITECTURE D'HABITATION	EDITEUR : HAMON	Belle-Isle-en-Terre	Côtes-d'Armor	14 X 9	Belle-Isle-en-Terre. - Une villa.	Belle-Isle-en-Terre. - Une villa. Carte postale. - Guingamp, coll. : Hamon, s.d. [ca 1904-1908], dim. : 14 x 9, noir et blanc.	Cartes postales	23e1ed9e-f120-43ee-8343-6918a470b6cf	48.5380404	-3.4493771
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0199_0100.jpg	16_Fi 199	s.d. [1904-1908]	/PAYSAGE/RIVIERE/BARRAGE/PERSONNAGE/ROUTE/MAISON/	ARCHITECTURE URBAINE	EDITEUR : HAMON	Belle-Isle-en-Terre	Côtes-d'Armor	9 X 14	Belle-Isle-en-Terre. - Les bords du Guer - Route de Plounévez-Moëdec.	Belle-Isle-en-Terre. - Les bords du Guer - Route de Plounévez-Moëdec. Carte postale. - Guingamp, coll. : Hamon, s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	14363115-6e93-42ec-93b3-c75d153bf2ab	48.5380404	-3.4493771
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0205_0106.jpg	16_Fi 205	s.d. [1904-1908]	/EGLISE/CIMETIERE/	ARCHITECTURE RELIGIEUSE	EDITEUR : HAMON	Belle-Isle-en-Terre	Côtes-d'Armor	9 X 14	Belle-Isle-en-Terre. - Le cimetière.	Belle-Isle-en-Terre. - Le cimetière. Carte postale. - Guingamp, coll. : Hamon, s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	0f40cfaa-14a2-4ce7-bd50-57c5be9adfc8	48.5380404	-3.4493771
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0211_0112.jpg	16_Fi 211	s.d. [1904-1908]	/VUE D'ARCHITECTURE/RUE/GROUPE/HOMME/FEMME/ENFANT/	ARCHITECTURE URBAINE	PHOTOGRAPHE : A.B. ET CIE/PHOTOGRAPHE : CADORET P.	Belle-Isle-en-Terre	Côtes-d'Armor	9 X 14	Belle-Isle-en-Terre. Avenue des Bicyclettes.	Belle-Isle-en-Terre. Avenue des Bicyclettes. Photographe : A., B. et Cie Nancy. Carte postale. - S.l., s.d. [1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	00937eab-8667-4270-922b-1cdf38583a07	48.5380404	-3.4493771
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0213_0114.jpg	16_Fi 213	s.d. [1904-1906]	/PORTRAIT/FEMME/MENDICITE/	MENDIANT	EDITEUR : LE GUYADER	Belle-Isle-en-Terre	Côtes-d'Armor	14 X 9	La Bretagne illustrée. Belle-Isle-en-Terre. - Une mendiante.	La Bretagne illustrée. Belle-Isle-en-Terre. - Une mendiante. (Portrait en pied). Carte postale. - Bégard, coll. : Le Guyader, s.d. [1904-1906], dim. : 14 x 9, noir et blanc.	Cartes postales	15d70190-c991-453c-ba26-f236e9624154	48.5380404	-3.4493771
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0218_0119.jpg	16_Fi 218	s.d. [1937]	/PORT/JETEE/BATEAU/PERSONNAGE/MAISON/	ARCHITECTURE MARITIME	EDITEUR : WARON A./COLLECTION : WARON J.	Binic	Côtes-d'Armor	9 X 14	La Bretagne pittoresque. Binic. - L'Avant-Port - La Jetée.	La Bretagne Pittoresque. Binic. - L'Avant-Port - La Jetée. Carte postale. - Saint-Brieuc, ed. : A. Waron, s.d. [1937], dim. : 9 x 14, sépia.	Cartes postales	15b275c4-e449-4f86-ae60-38e1bb169f64	48.601485	-2.82492
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0219_0120.jpg	16_Fi 219	s.d. [1937]	/VUE D'ARCHITECTURE/VILLE/PORT/QUAI/PERSONNAGE/	ARCHITECTURE URBAINE	EDITEUR : WARON A.	Binic	Côtes-d'Armor	9 X 14	La Bretagne Pittoresque. Binic - Les Quais.	La Bretagne Pittoresque. Binic - Les Quais. Carte postale. - Saint-Brieuc, ed. : A. Waron, s.d. [ca 1937], dim. : 9 x 14, sépia.	Cartes postales	063a33ab-89ef-4a90-9fdb-433e398e68c7	48.601485	-2.82492
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0222_0123.jpg	16_Fi 222	s.d. [1926]	/SCENE/JETEE/PHARE/FOULE/ATTENTE/BATEAU A VOILE/RETOUR/PECHE/	PECHE MARITIME	PHOTOGRAPHE : MANCEL/EDITEUR : MANCEL	Binic	Côtes-d'Armor	9 X 14	Binic. - Navires islandais rentrant au port.	Binic. - Navires islandais rentrant au port. Carte postale. - Dinan, ed. : Mancel, s.d. [ca 1926], dim. : 9 x 14, bleu.	Cartes postales	0d2e9d58-cb06-4df6-a761-de5a472577b5	48.601485	-2.82492
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0251_0152.jpg	16_Fi 251	s.d. [1925]	/PAYSAGE/PLAGE/FALAISE/ABRI/PERSONNAGE/AUTOMOBILE/CHARRETTE/	BORD DE MER	EDITEUR : MANCEL	Binic	Côtes-d'Armor	9 X 14	Binic - Entrée du Goulet.	Binic - Entrée du Goulet. Carte postale. - Dinan, ed. : Mancel, s.d. [ca 1925], dim. : 9 x 14, sépia.	Cartes postales	0a2d8393-961b-4ee6-b908-e2e278fd4f7c	48.601485	-2.82492
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0266_0167.jpg	16_Fi 266	s.d. [1937]	/PLAGE/FOULE/JEUX/PLONGEOIR/	BORD DE MER	EDITEUR : COMPAGNIE DES ARTS PHOTOMECANIQUES	Binic	Côtes-d'Armor	9 X 14	Binic. - Les jeux sur la Plage.	Binic. - Les jeux sur la Plage. Carte postale. - Strasbourg, ed. : Cie des Arts Photomécaniques, s.d. [ca 1937], dim. : 9 x 14, noir et blanc.	Cartes postales	2053568b-11c7-4f56-b963-527367fa9ac2	48.601485	-2.82492
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0273_0174.jpg	16_Fi 273	s.d. [1922]	/VUE D'ARCHITECTURE/CORDERIE/QUARTIER/BORD DE MER/FALAISE/	ARCHITECTURE INDUSTRIELLE	EDITEUR : MANCEL	Binic	Côtes-d'Armor	9 X 14	Binic - Corderie de la Ville Cadio.	Binic - Corderie de la Ville Cadio. Carte postale- Binic, ed. : Mancel, s.d. [ca 1922], dim. : 9 x 14, noir et blanc.	Cartes postales	104f2de6-070b-42e4-acbc-141963a94794	48.601485	-2.82492
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0276_0177.jpg	16_Fi 276	s.d. [1904-1908]	/PAYSAGE/PLAGE/MAREE BASSE/CABINE DE BAIN/VUE D'ARCHITECTURE/QUARTIER/	BORD DE MER	EDITEUR : MANCEL	Binic	Côtes-d'Armor	9 X 14	Binic vu de la Banche.	Binic vu de la Banche. Carte postale. - Binic, ed. : A. Mancel, s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	1ac0f085-1d3a-4a69-a881-192625233c96	48.601485	-2.82492
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0296_0197.jpg	16_Fi 296	s.d. [1904-1908]	/VUE D'ARCHITECTURE/MANOIR/PUITS/	ARCHITECTURE D'HABITATION	COLLECTION : LAURENT H.	Bodéo (Le)	Côtes-d'Armor	9 X 14	Le Bodéo, près Quintin. - Manoir de Keringant.	Le Bodéo, près Quintin. - Manoir de Keringant. Carte postale. - Port-Louis, coll. : H. Laurent, s.d. [1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	0aa8ed9b-b0b9-4f06-832b-b73c5c70e9a8	48.4023827	-2.8408179
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0297_0198.jpg	16_Fi 297	s.d. [1904-1908]	/VUE D'ARCHITECTURE/MANOIR/PORTE/	ARCHITECTURE D'HABITATION	COLLECTION : LAURENT H.	Bodéo (Le)	Côtes-d'Armor	9 X 14	Le Bodéo, près Quintin. - Porte du manoir de Kéringant. Le haut de cette porte servit de refuge à Georges Cadoudal.	Le Bodéo, près Quintin. - Porte du manoir de Kéringant. Le haut de cette porte servit de refuge à Georges Cadoudal. Carte postale. - Port-Louis, coll. : H. Laurent, s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	0b4b43c0-64dc-4cc1-a228-f75bcbb3c563	48.4023827	-2.8408179
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0307_0208.jpg	16_Fi 307	s.d. [1920-1930]	/VUE D'ARCHITECTURE/RUE/EGLISE/	ARCHITECTURE RELIGIEUSE	COLLECTION ROBINE/EDITEUR : GOURIOU J.	Bourbriac	Côtes-d'Armor	14 X 9	Bourbriac. L'église - Rue de Plésidy.	Bourbriac. L'église - Rue de Plésidy. Carte postale. - S.l., ed. : J. Gouriou, s.d. [ca 1920-1930], dim. : 14 x 9, sépia.	Cartes postales	0ed70238-e023-4f63-99ba-663c15c6a726	48.473699	-3.188376
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0325_0226.jpg	16_Fi 325	s.d. [1930-1939]	/PAYSAGE/BORD DE MER/ROCHER/VILLAGE/		EDITEUR : WARON A.	Ile-de-Bréhat	Côtes-d'Armor	9 X 14	La Bretagne Pittoresque. -  Ile de Bréhat. - Vue sur la butte Saint-Michel.	La Bretagne Pittoresque. -  Ile de Bréhat. - Vue sur la butte Saint-Michel. Carte postale. -  Saint-Brieuc, ed. : A. Waron, s.d. [ca 1930-1939], dim. : 9 x 14, vert.	Cartes postales	21e70b4e-37c6-40fe-ab6c-f0f8b2924430	48.8500824	-3.0175881
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0344_0245.jpg	16_Fi 344	s.d. [1930-1939]	/PAYSAGE/BORD DE MER/		IMPR. : LEVY ET NEURDEIN REUNIS	Ile-de-Bréhat	Côtes-d'Armor	9 X 14	Ile Bréhat - La pointe de Pen et Noan à travers les pins.	Ile Bréhat - La pointe de Pen et Noan à travers les pins. Carte postale. -  Paris, impr. : Levy et Neurdein réunis, s.d. [ca 1930-1939], dim. : 9 x 14, sépia.	Cartes postales	22c757b9-e284-4b46-9d09-5b8fae8cd633	48.8500824	-3.0175881
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0358_0259.jpg	16_Fi 358	s.d. [1920-1930]	/PAYSAGE/BORD DE MER/ILE/SEMAPHORE/VILLAGE/		PHOTOGRAPHE : ND	Ile-de-Bréhat	Côtes-d'Armor	9 X 14	Ile de Bréhat. (Côtes-du-Nord). - La Corderie et le sémaphore.	Ile de Bréhat. (Côtes-du-Nord). - La Corderie et le sémaphore. Photographe : N.D. Carte postale. - S.l., s.d. [ca 1920-1930], dim. : 9 x 14, noir et blanc.	Cartes postales	0944f524-e7ae-4eab-9fab-97fde22d451f	48.8500824	-3.0175881
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0360_0261.jpg	16_Fi 360	s.d. [1908-1920]	/PLACE/EGLISE/PRESBYTERE/		PHOTOGRAPHE : BRUEL A.	Ile-de-Bréhat	Côtes-d'Armor	9 X 14	Ile de Bréhat. (C-du-N.). - Un coin du bourg et de la chapelle.	Ile de Bréhat. (C.-du-N.). - Un coin du bourg et de la chapelle. Photographe : A. Bruel. Carte postale. -  Angers, s.d. [ca 1908-1920], dim. : 9 x 14, noir et blanc.	Cartes postales	1ebe4eee-ed54-4e5f-a4b3-3972fb4cf77a	48.8500824	-3.0175881
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0363_0264.jpg	16_Fi 363	s.d. [1920-1930]	/PAYSAGE/BORD DE MER/MOULIN A MAREE/		DEL. : L. SEEVAGEN./ IMPR. : LEVY ET NEURDEIN REUNIS	Ile-de-Bréhat	Côtes-d'Armor	9 X 14	Ile de Bréhat. - Moulin à mer.	Ile de Bréhat.  - Moulin à mer. Del. : L. Seevagen. Carte postale. -  Paris, impr. : lévy et Neurdein réunis, s.d. [ca 1920-1930], dim. : 9 x 14, sépia.	Cartes postales	15280a45-69f1-4816-8427-0fcce50a1aca	48.8500824	-3.0175881
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0368_0269.jpg	16_Fi 368	s.d. [1930-1939]	/PAYSAGE/BORD DE MER/ROCHER/		EDITEUR : EDITIONS D'ART YVON	Ile-de-Bréhat	Côtes-d'Armor	9 X 14	Côte de granit - Ile de Bréhat. La rive de l'île à l'arrivée.	Côte de granit - Ile de Bréhat. La rive de l'île à l'arrivée. Carte postale. -  Paris, ed. : Editions d'art Yvon, s.d. [ca 1930-1939], dim. : 9 x 14, noir et blanc.	Cartes postales	1448aef3-980c-4be7-8c5e-13c1c2f5ccf3	48.8500824	-3.0175881
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0375_0276.jpg	16_Fi 375	s.d. [1930-1939]	/PAYSAGE/BORD DE MER/BOIS/PIN/ROCHER/		EDITEUR : EDITIONS D'ART YVON	Ile-de-Bréhat	Côtes-d'Armor	9 X 14	Ile de Bréhat (Côtes-du-Nord). - Les pins et la lande.	Ile de Bréhat (Côtes-du-Nord). - Les pins et la lande. Carte postale. -  Paris, ed. : Editions d'art Yvon,, s.d. [ca 1930-1939], dim. : 9 x 14, noir et blanc.	Cartes postales	258ec52b-07bb-4b38-aa99-6674dc8d2c77	48.8500824	-3.0175881
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0376_0277.jpg	16_Fi 376	s.d. [1908-1920]	/PAYSAGE/BORD DE MER/ROCHER/		PHOTOGRAPHE : BRUEL A.	Ile-de-Bréhat	Côtes-d'Armor	9 X 14	Ile de Bréhat (C.-du-N.). - Les curieux rochers du Paon.	Ile de Bréhat (C.-du-N.). - Les curieux rochers du Paon. Photographe : A. Bruel. Carte postale. -  Angers, s.d. [ca 1908-1920], dim. : 9 x 14, noir et blanc.	Cartes postales	19f17853-b055-45b3-ba56-7c2574c18c89	48.8500824	-3.0175881
http://sallevirtuelle.cotesdarmor.fr/CP/cpx/cp/Cartes_postales/AD22_16_Fi_0409_0310.jpg	16_Fi 409	s.d. [1904-1908]	/ROCHER/PERSONNAGE/		EDITEUR : BARAT	Ile-de-Bréhat	Côtes-d'Armor	9 X 14	Ile de Bréhat  (C.-du-N.) - Rocher de Crouézen.	Ile de Bréhat  - Rocher de Crouézen. Carte postale. - Saint-Quay-Portrieux, édit.-phot. : J.B. Barat, s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	13a45625-a996-4ec2-9a2a-fac245b96c20	48.8500824	-3.0175881
